value,time
39.2778801843318,1.0
39.7586734693877,2.0
37.3179723502304,3.0
33.6071428571428,4.0
27.605529953917,5.0
26.4442857142857,6.0
26.826267281106,7.0
29.441935483871,8.0
29.4628571428571,9.0
28.7746543778802,10.0
29.1114285714286,11.0
36.0391705069124,12.0
38.0184331797235,1.0
37.8530612244898,2.0
34.2267281105991,3.0
30.0176190476191,4.0
27.3165898617511,5.0
25.2971428571428,6.0
25.6082949308756,7.0
26.7654377880184,8.0
28.3080952380952,9.0
26.947465437788,10.0
28.9042857142857,11.0
32.8410138248848,12.0
36.6013824884793,1.0
35.348275862069,2.0
32.647465437788,3.0
30.9085714285714,4.0
28.0580645161291,5.0
28.017619047619,6.0
26.7437788018433,7.0
28.2198156682028,8.0
27.8304761904762,9.0
33.9147465437788,10.0
32.732380952381,11.0
35.0,12.0
37.0041474654378,1.0
38.8239795918367,2.0
36.7202764976959,3.0
33.0476190476191,4.0
29.1235023041474,5.0
28.2309523809524,6.0
27.6640552995392,7.0
29.0548387096774,8.0
29.1257142857143,9.0
31.1751152073733,10.0
32.9809523809524,11.0
35.3783410138249,12.0
36.8023041474654,1.0
35.2270408163265,2.0
37.0732718894009,3.0
33.3004761904762,4.0
29.8847926267281,5.0
29.3766666666667,6.0
27.0101382488479,7.0
31.0741935483871,8.0
28.9509523809524,9.0
35.052534562212,10.0
35.1033333333333,11.0
36.2571428571429,12.0
36.6764976958526,1.0
39.0178571428572,2.0
34.7811059907834,3.0
32.3057142857143,4.0
28.3972350230415,5.0
29.1423809523809,6.0
27.8193548387097,7.0
26.4451612903226,8.0
28.3580952380952,9.0
30.5285714285714,10.0
33.6433333333333,11.0
35.6516129032258,12.0
33.7728110599078,1.0
32.7975369458128,2.0
32.4682027649769,3.0
32.2847619047619,4.0
28.4852534562212,5.0
27.1228571428571,6.0
25.9566820276497,7.0
27.7986175115207,8.0
31.7780952380952,9.0
30.863133640553,10.0
32.5195238095238,11.0
33.5096774193549,12.0
34.8903225806452,1.0
33.4464285714286,2.0
34.1700460829493,3.0
33.1247619047619,4.0
30.036866359447,5.0
28.4371428571429,6.0
26.5221198156682,7.0
30.0497695852534,8.0
27.4542857142857,9.0
34.6723502304147,10.0
31.0547619047619,11.0
32.0110599078341,12.0
36.8483870967741,1.0
38.4290816326531,2.0
34.8493087557604,3.0
30.5738095238095,4.0
26.7552995391705,5.0
26.98,6.0
27.8502304147466,7.0
29.1322580645161,8.0
28.7966666666667,9.0
30.8391705069125,10.0
32.6171428571428,11.0
34.9576036866359,12.0
36.6834101382489,1.0
35.9954081632653,2.0
36.8649769585253,3.0
33.3380952380952,4.0
28.7341013824885,5.0
28.9209523809524,6.0
27.6585253456221,7.0
28.2769585253456,8.0
29.9276190476191,9.0
31.8903225806452,10.0
31.5157142857143,11.0
34.2281105990783,12.0
33.1165898617512,1.0
35.2487684729064,2.0
33.5889400921659,3.0
31.7809523809524,4.0
27.7815668202765,5.0
26.9557142857143,6.0
26.6649769585254,7.0
27.5027649769585,8.0
26.8971428571429,9.0
30.8133640552995,10.0
28.5595238095238,11.0
30.8608294930876,12.0
35.0820276497696,1.0
37.4954081632653,2.0
34.3119815668203,3.0
29.2761904761905,4.0
28.7728110599078,5.0
25.9209523809524,6.0
26.273732718894,7.0
27.384331797235,8.0
30.9561904761905,9.0
29.1654377880184,10.0
37.6490476190476,11.0
34.8179723502304,12.0
