value,time
40.3566820276498,1.0
40.7533163265306,2.0
38.2013824884793,3.0
34.0738095238095,4.0
27.760599078341,5.0
26.507380952381,6.0
26.7811059907834,7.0
29.3910138248848,8.0
29.6966666666667,9.0
29.0557603686636,10.0
29.4992857142857,11.0
36.8741935483871,12.0
39.0527649769585,1.0
38.9255102040816,2.0
35.068202764977,3.0
30.4364285714286,4.0
27.4,5.0
25.3659523809524,6.0
25.6126728110599,7.0
26.5218894009217,8.0
28.2771428571428,9.0
26.96866359447,10.0
29.3061904761905,11.0
33.4179723502304,12.0
37.6912442396314,1.0
36.4743842364532,2.0
33.6705069124423,3.0
31.5842857142857,4.0
28.6562211981566,5.0
28.4161904761905,6.0
27.0023041474654,7.0
28.5682027649769,8.0
28.4638095238095,9.0
34.6359447004608,10.0
33.5509523809523,11.0
36.0276497695853,12.0
37.8585253456221,1.0
39.7540816326531,2.0
37.5953917050692,3.0
33.737619047619,4.0
29.6562211981567,5.0
28.7195238095238,6.0
28.0654377880185,7.0
29.4188940092166,8.0
29.5928571428572,9.0
31.894470046083,10.0
33.9157142857143,11.0
36.3304147465437,12.0
37.8161290322581,1.0
36.1505102040816,2.0
38.0069124423963,3.0
34.0138095238096,4.0
30.5548387096774,5.0
29.8423809523809,6.0
27.4585253456221,7.0
31.4958525345622,8.0
29.4647619047619,9.0
35.7935483870968,10.0
36.1190476190476,11.0
37.326728110599,12.0
37.8612903225806,1.0
39.8214285714286,2.0
35.6313364055299,3.0
33.0761904761905,4.0
28.8751152073733,5.0
29.5842857142857,6.0
28.2,7.0
26.8175115207373,8.0
28.8919047619048,9.0
31.1797235023042,10.0
34.4661904761905,11.0
36.7548387096774,12.0
34.8400921658986,1.0
33.7596059113301,2.0
33.3566820276498,3.0
33.0452380952381,4.0
29.0437788018433,5.0
27.5966666666667,6.0
26.3714285714285,7.0
28.1714285714285,8.0
32.3190476190476,9.0
31.6456221198157,10.0
33.4147619047619,11.0
34.4728110599078,12.0
35.7115207373272,1.0
34.4489795918367,2.0
35.1,3.0
33.8738095238095,4.0
30.5658986175115,5.0
28.8138095238095,6.0
26.8792626728111,7.0
30.4847926267281,8.0
27.442619047619,9.0
35.5009216589862,10.0
31.9990476190477,11.0
32.9580645161291,12.0
37.858064516129,1.0
39.4571428571429,2.0
35.7133640552995,3.0
31.2614285714286,4.0
27.294470046083,5.0
27.3571428571429,6.0
28.2788018433179,7.0
29.6308755760369,8.0
28.8369047619048,9.0
31.6981566820276,10.0
33.5461904761905,11.0
35.9935483870967,12.0
37.7723502304147,1.0
37.0270408163265,2.0
37.5820276497695,3.0
34.027619047619,4.0
28.8135944700461,5.0
28.8507142857143,6.0
27.6536866359447,7.0
28.1693548387097,8.0
30.532619047619,9.0
31.8960829493087,10.0
31.9609523809524,11.0
34.7866359447005,12.0
33.8002304147465,1.0
36.0652709359606,2.0
34.4663594470046,3.0
32.3902380952381,4.0
27.9601382488479,5.0
27.0490476190477,6.0
26.6006912442396,7.0
27.4352534562212,8.0
26.9011904761905,9.0
30.8861751152074,10.0
28.787619047619,11.0
31.2997695852534,12.0
35.8965437788018,1.0
38.6831632653061,2.0
35.2145161290322,3.0
29.6235714285714,4.0
28.9981566820277,5.0
25.8878571428572,6.0
26.1626728110599,7.0
27.3288018433179,8.0
30.835,9.0
29.1778801843318,10.0
38.4819047619048,11.0
35.6202764976959,12.0
