value,time
31.6548387096774,1.0
33.0928571428571,2.0
31.2129032258065,3.0
28.4066666666667,4.0
24.0870967741935,5.0
23.79,6.0
23.1096774193548,7.0
24.058064516129,8.0
23.99,9.0
22.9193548387097,10.0
23.1866666666667,11.0
28.9903225806452,12.0
31.1903225806452,1.0
31.8285714285714,2.0
29.2612903225806,3.0
25.72,4.0
24.2064516129032,5.0
21.73,6.0
22.0709677419355,7.0
23.3935483870968,8.0
23.5233333333333,9.0
22.3032258064516,10.0
23.1,11.0
25.9451612903226,12.0
26.5935483870968,1.0
26.8034482758621,2.0
25.4806451612903,3.0
24.7766666666667,4.0
23.9354838709677,5.0
24.18,6.0
23.1451612903226,7.0
23.3806451612903,8.0
21.0733333333333,9.0
22.9032258064516,10.0
23.36,11.0
25.3064516129032,12.0
27.3064516129032,1.0
29.9928571428571,2.0
29.8096774193548,3.0
27.7533333333333,4.0
24.8709677419355,5.0
23.2533333333333,6.0
23.3451612903226,7.0
22.041935483871,8.0
22.76,9.0
22.4225806451613,10.0
21.31,11.0
25.6935483870968,12.0
26.2741935483871,1.0
27.425,2.0
28.4967741935484,3.0
25.8966666666667,4.0
24.3483870967742,5.0
24.2833333333333,6.0
21.9709677419355,7.0
24.2225806451613,8.0
23.2133333333333,9.0
23.9451612903226,10.0
25.5,11.0
26.2161290322581,12.0
25.7322580645161,1.0
29.9857142857143,2.0
27.9548387096774,3.0
26.57,4.0
24.7451612903226,5.0
23.4933333333333,6.0
22.8,7.0
22.0032258064516,8.0
21.6133333333333,9.0
20.8677419354839,10.0
24.7,11.0
24.558064516129,12.0
24.741935483871,1.0
24.9793103448276,2.0
24.5516129032258,3.0
25.2166666666667,4.0
23.6612903225807,5.0
22.3633333333333,6.0
22.3322580645161,7.0
21.6838709677419,8.0
23.1933333333333,9.0
22.2225806451613,10.0
23.6533333333333,11.0
22.2258064516129,12.0
28.4645161290323,1.0
25.0321428571429,2.0
26.6354838709677,3.0
26.77,4.0
25.1032258064516,5.0
23.6533333333333,6.0
22.2290322580645,7.0
23.8,8.0
22.7333333333333,9.0
23.0451612903226,10.0
22.6566666666667,11.0
24.041935483871,12.0
26.858064516129,1.0
27.6357142857143,2.0
28.5354838709677,3.0
25.2933333333333,4.0
22.5225806451613,5.0
23.0766666666667,6.0
23.4612903225806,7.0
23.6096774193548,8.0
24.8033333333333,9.0
21.5806451612903,10.0
22.9366666666667,11.0
24.3032258064516,12.0
25.8645161290323,1.0
26.725,2.0
28.3935483870968,3.0
27.0166666666667,4.0
26.0258064516129,5.0
25.7566666666667,6.0
25.0096774193548,7.0
24.2645161290323,8.0
27.6666666666667,9.0
25.8258064516129,10.0
25.39,11.0
27.0032258064516,12.0
27.3903225806452,1.0
27.9379310344828,2.0
27.4870967741935,3.0
26.9666666666667,4.0
24.741935483871,5.0
23.8,6.0
23.9032258064516,7.0
23.0322580645161,8.0
23.09,9.0
24.2451612903226,10.0
22.2433333333333,11.0
24.0709677419355,12.0
28.4322580645161,1.0
30.4214285714286,2.0
27.8451612903226,3.0
24.56,4.0
25.4483870967742,5.0
23.1633333333333,6.0
22.3612903225806,7.0
23.2774193548387,8.0
25.0033333333333,9.0
22.1225806451613,10.0
29.9633333333333,11.0
28.1935483870968,12.0
