value,time
41.6546594982079,1.0
42.0413690476191,2.0
39.377688172043,3.0
35.1799074074075,4.0
28.9230286738352,5.0
27.1899074074074,6.0
27.8041218637993,7.0
30.7133512544803,8.0
31.0446296296296,9.0
30.5006272401434,10.0
30.9525925925926,11.0
38.2008960573477,12.0
40.4710573476703,1.0
39.9503968253969,2.0
36.2839605734766,3.0
31.5638888888889,4.0
28.2899641577061,5.0
26.4659259259258,6.0
26.5103046594982,7.0
27.2980286738352,8.0
29.4013888888889,9.0
28.0983870967742,10.0
30.5130555555556,11.0
34.7325268817204,12.0
37.9458781362006,1.0
36.7816091954022,2.0
34.0221326164874,3.0
31.8851851851852,4.0
28.9378136200717,5.0
28.5405555555555,6.0
26.995788530466,7.0
28.6733870967742,8.0
28.5550925925926,9.0
34.8217741935485,10.0
33.6130555555557,11.0
36.2486559139784,12.0
37.9732078853046,1.0
39.9920634920634,2.0
37.7441756272402,3.0
34.0179629629629,4.0
29.9806451612903,5.0
28.8988888888889,6.0
28.2140681003584,7.0
29.4250896057347,8.0
29.7876851851851,9.0
32.0725806451613,10.0
34.1175,11.0
36.4948924731184,12.0
38.0607526881719,1.0
36.3911706349206,2.0
38.2310035842293,3.0
34.2749074074073,4.0
30.8546594982079,5.0
30.0111111111111,6.0
27.7136200716845,7.0
31.5780465949821,8.0
29.6324074074075,9.0
35.9867383512544,10.0
36.347962962963,11.0
37.6086021505377,12.0
38.1458781362007,1.0
39.9764880952381,2.0
35.903494623656,3.0
33.354537037037,4.0
29.1714157706091,5.0
29.7937962962963,6.0
28.3737455197133,7.0
26.9047491039427,8.0
28.9881481481482,9.0
31.3233870967743,10.0
34.6265740740741,11.0
37.0355734767024,12.0
35.1348566308244,1.0
34.0496168582376,2.0
33.7370967741936,3.0
33.3560185185185,4.0
29.316487455197,5.0
27.8342592592592,6.0
26.6698924731183,7.0
28.3505376344085,8.0
32.3918518518519,9.0
31.8363799283153,10.0
33.5749074074074,11.0
34.7814516129032,12.0
37.0857526881719,1.0
34.9011904761904,2.0
35.44041218638,3.0
34.1691666666667,4.0
30.7667562724015,5.0
28.9776851851851,6.0
27.0421146953404,7.0
30.5107526881721,8.0
28.595462962963,9.0
35.7465053763441,10.0
32.3116666666666,11.0
33.1766129032258,12.0
38.1441756272403,1.0
39.5570436507935,2.0
36.0297491039426,3.0
31.5611111111112,4.0
27.5787634408601,5.0
27.522962962963,6.0
28.4176523297492,7.0
29.8343189964158,8.0
29.7397222222222,9.0
32.0214157706094,10.0
33.7868518518519,11.0
36.2389784946237,12.0
37.9594086021507,1.0
37.405257936508,2.0
37.7799283154124,3.0
34.3222222222223,4.0
29.5601254480286,5.0
29.6806481481481,6.0
28.4335125448029,7.0
29.2823476702509,8.0
30.9966666666667,9.0
33.3414874551971,10.0
33.4251851851852,11.0
36.3494623655914,12.0
35.2977598566307,1.0
37.7517241379311,2.0
35.7390681003585,3.0
33.5218518518519,4.0
28.8286738351254,5.0
27.9616666666667,6.0
27.3459677419355,7.0
28.6590501792115,8.0
27.9567592592592,9.0
32.484229390681,10.0
30.2645370370371,11.0
32.727688172043,12.0
37.3033154121864,1.0
40.0206349206348,2.0
36.6308243727598,3.0
31.0427777777778,4.0
29.8625448028674,5.0
26.6773148148148,6.0
27.2867383512545,7.0
28.3585125448029,8.0
32.3103703703703,9.0
31.0455197132616,10.0
40.1301851851853,11.0
37.0224910394265,12.0
